,text,start,end
1052,They,361.68,361.76
1053,were,361.76,361.9
1054,the,361.9,362.02
1055,ones,362.02,362.18
1056,that,362.18,362.44
1057,negotiated,362.44,362.74
1058,all,362.74,363.06
1059,of,363.06,363.22
1060,that.,363.22,363.52
1061,"They,",364.22,364.22
1062,God's,364.34000000000003,364.82
1063,is,364.82,365.0
1064,a,365.0,365.1
1065,small,365.1,365.34000000000003
1066,city.,365.34000000000003,365.58
1067,So,365.76,365.88
1068,everyone,365.88,366.1
1069,knows,366.1,366.36
1070,everyone,366.36,366.8
1071,and,366.8,367.08
1072,they,367.08,367.24
1073,would,367.24,367.56
1074,call,367.56,367.88
1075,in,367.88,368.12
1076,favors,368.12,368.48
1077,and,368.48,368.7
1078,call,368.7,368.86
1079,their,368.86,369.06
1080,friends,369.06,369.36
1081,and,369.36,369.54
1082,"say,",369.54,369.7
1083,who,369.82,369.82
1084,do,369.82,369.9
1085,you,369.9,369.98
1086,know,369.98,370.1
1087,that,370.1,370.24
1088,has,370.24,370.46
1089,food?,370.46,370.7
1090,Who,370.7,370.86
1091,do,370.86,371.0
1092,you,371.0,371.0
1093,know,371.0,371.14
1094,that's,371.14,371.44
1095,open?,371.44,371.8
1096,Where,372.2,372.4
1097,can,372.4,372.52
1098,we,372.52,372.62
1099,get,372.62,372.78
1100,this?,372.78,373.08
1101,And,373.08,373.2
1102,they,373.2,373.3
1103,would,373.3,373.46
1104,drive,373.46,373.65999999999997
1105,all,373.65999999999997,374.04
1106,over,374.04,374.22
1107,the,374.22,374.4
1108,place,374.4,374.8
1109,to,374.8,375.15999999999997
1110,find,375.15999999999997,375.46
1111,water.,375.46,375.82
1112,And,376.52,376.96
1113,when,376.96,377.12
1114,we,377.12,377.32
1115,ran,377.32,377.48
1116,out,377.48,377.65999999999997
1117,of,377.65999999999997,378.0
1118,bottled,378.0,378.0
1119,water,378.0,378.32
1120,in,378.32,378.46
1121,"Gaza,",378.46,378.74
1122,they,378.74,379.04
1123,were,379.04,379.2
1124,the,379.2,379.38
1125,ones,379.38,379.72
1126,that,379.72,380.48
1127,were,380.48,380.86
1128,able,380.86,381.15999999999997
1129,to,381.15999999999997,381.52
1130,figure,381.52,381.78
1131,out,381.78,382.14
1132,that,382.14,382.34000000000003
1133,the,382.34000000000003,382.5
1134,water,382.5,382.74
1135,truck,382.74,382.96
1136,was,382.96,383.15999999999997
1137,coming,383.15999999999997,383.42
1138,here,383.42,383.64
1139,at,383.64,383.78
1140,these,383.78,384.02
1141,times.,384.02,384.6
1142,And,385.72,385.76
1143,"oh,",385.76,385.94
1144,I,385.96,385.98
1145,know,385.98,386.15999999999997
1146,this,386.15999999999997,386.36
1147,guy,386.36,386.48
1148,is,386.48,386.65999999999997
1149,a,386.65999999999997,386.74
1150,grocery,386.74,386.94
1151,store,386.94,387.44
1152,and,387.44,388.0
1153,they,388.0,388.18
1154,still,388.18,388.4
1155,have,388.4,388.62
1156,power,388.62,388.82
1157,sometimes.,388.82,389.22
1158,I,389.3,389.36
1159,think,389.36,389.48
1160,I,389.48,389.68
1161,can,389.68,389.8
1162,probably,389.8,389.98
1163,get,389.98,390.2
1164,something,390.2,390.48
1165,from,390.48,390.78
1166,them.,390.78,391.02
1167,Like,391.24,391.24
1168,when,391.24,391.68
1169,I,391.68,391.88
1170,say,391.88,391.98
1171,we,391.98,392.15999999999997
1172,would,392.15999999999997,392.3
1173,have,392.3,392.46
1174,starved,392.46,392.62
1175,to,392.62,392.8
1176,death,392.8,392.96
1177,without,392.96,393.28
1178,"them,",393.28,393.62
1179,I'm,393.82,394.28
1180,not,394.28,394.56
1181,exaggerating.,394.56,395.44
1182,And,396.46,396.84000000000003
1183,in,396.84000000000003,396.98
1184,the,396.98,397.22
1185,moments,397.22,397.4
1186,of,397.4,397.8
1187,absolute,397.8,398.15999999999997
1188,desperation,398.15999999999997,398.72
1189,of,398.72,398.98
1190,"civilians,",398.98,399.58
1191,they,401.0,401.4
1192,were,401.4,401.76
1193,steadfast,401.76,402.24
1194,and,402.24,402.72
1195,calm,402.72,403.15999999999997
1196,and,403.15999999999997,403.3
1197,just,403.3,403.56
1198,talked,403.56,403.74
1199,to,403.74,403.9
1200,them,403.9,404.08
1201,and,404.08,404.32
1202,"said,",404.32,404.76
1203,these,405.54,405.62
1204,people,405.62,406.0
1205,are,406.0,406.2
1206,also,406.2,406.5
1207,in,406.5,406.64
1208,the,406.64,406.78
1209,same,406.78,406.96
1210,boat,406.96,407.12
1211,that,407.12,407.3
1212,you,407.3,407.44
1213,are.,407.44,407.58
1214,They,407.78,407.78
1215,have,407.78,407.86
1216,no,407.86,408.08
1217,supplies.,408.08,408.48
1218,They,408.68,408.8
1219,also,408.8,409.04
1220,have,409.04,409.26
1221,no,409.26,409.46
1222,food,409.46,409.62
1223,in,409.62,409.8
1224,water.,409.8,410.06
1225,They,410.06,410.36
1226,are,410.36,410.54
1227,also,410.54,410.86
1228,sleeping,410.86,411.14
1229,outside,411.14,411.48
1230,on,411.48,411.68
1231,the,411.68,411.9
1232,concrete,411.9,412.4
1233,and,413.24,413.68
1234,did,413.68,413.88
1235,it,413.88,414.06
1236,in,414.06,414.18
1237,such,414.18,414.38
1238,a,414.38,416.15999999999997
1239,beautiful,416.15999999999997,416.72
1240,way,416.72,417.2
1241,that,417.2,417.44
1242,they,417.44,417.56
1243,were,417.56,417.65999999999997
1244,able,417.65999999999997,417.84000000000003
1245,to,417.84000000000003,417.98
1246,talk,417.98,418.14
1247,them,418.14,418.4
1248,down,418.4,418.82
1249,with,418.82,419.84000000000003
1250,love,419.84000000000003,420.24
1251,and,420.24,420.44
1252,kindness.,420.44,420.78
1253,There,420.98,420.98
1254,was,420.98,421.15999999999997
1255,no,421.15999999999997,421.52
1256,violence,421.52,421.92
1257,in,421.92,422.1
1258,their,422.1,422.28
1259,heart,422.28,422.5
1260,and,422.5,422.62
1261,it,422.62,422.88
1262,calmed,422.88,423.08
1263,everyone,423.08,423.36
1264,around,423.36,423.7
1265,them,423.7,423.88
1266,down,423.88,424.1
1267,as,424.1,424.32
1268,well.,424.32,424.94
1269,Would,426.02,426.04
1270,you,426.04,426.2
1271,go,426.2,426.4
1272,back,426.4,426.62
1273,to,426.62,426.78
1274,Gaza?,426.78,427.0
1275,In,427.34000000000003,427.56
1276,a,427.56,427.6
1277,heartbeat.,427.6,427.92
1278,In,429.18,429.24
1279,an,429.24,429.5
1280,absolute,429.5,429.8
1281,heartbeat.,429.8,430.48
1282,My,430.94,430.98
1283,heart,430.98,431.12
1284,is,431.12,431.3
1285,in,431.3,431.4
1286,Gaza.,431.4,431.68
1287,It,431.82,431.91999999999996
1288,will,431.91999999999996,432.1
1289,stay,432.1,432.3
1290,in,432.3,432.52
1291,Gaza.,432.52,432.82
1292,The,433.46000000000004,433.68
1293,Palestinian,433.68,434.03999999999996
1294,people,434.03999999999996,434.46000000000004
1295,that,434.46000000000004,434.62
1296,I,434.62,434.7
1297,worked,434.7,434.86
1298,"with,",434.86,435.18
1299,both,435.2,435.56
1300,our,435.56,435.84000000000003
1301,national,435.84000000000003,436.18
1302,staff,436.18,436.86
1303,in,436.86,437.36
1304,the,437.36,437.62
1305,"office,",437.62,437.86
1306,as,437.88,438.12
1307,well,438.12,438.26
1308,as,438.26,438.4
1309,my,438.4,438.62
1310,staff,438.62,438.76
1311,at,438.76,438.96000000000004
1312,Indonesia,438.96000000000004,439.22
1313,Hospital,439.22,439.74
1314,were,439.74,440.22
1315,some,440.22,440.53999999999996
1316,of,440.53999999999996,440.58000000000004
1317,the,440.58000000000004,440.8
1318,most,440.8,440.88
1319,incredible,440.88,441.2
1320,people,441.2,441.52
1321,I've,441.52,441.82
1322,ever,441.82,441.91999999999996
1323,met,441.91999999999996,442.08000000000004
1324,in,442.08000000000004,442.18
1325,my,442.18,442.34000000000003
1326,life.,442.34000000000003,442.86
1327,When,444.4,444.48
1328,everything,444.48,445.22
1329,went,445.22,446.24
1330,off,446.24,446.8
1331,and,446.8,447.18
1332,we,447.18,447.28
1333,got,447.28,447.46000000000004
1334,the,447.46000000000004,447.58000000000004
1335,notice,447.58000000000004,447.8
1336,to,447.8,448.26
1337,move,448.26,448.52
1338,south,448.52,448.74
1339,of,448.74,448.88
1340,what,448.88,448.98
1341,he,448.98,449.1
1342,got,449.1,449.28
1343,in,449.28,449.7
1344,Gaza.,449.7,449.72
1345,I,450.0,450.62
1346,was,450.62,450.8
1347,texting,450.8,451.14
1348,my,451.14,451.7
1349,nurses,451.7,452.02
1350,at,452.02,452.3
1351,Indonesia,452.3,452.52
1352,Hospital,452.52,453.08
1353,and,453.08,453.3
1354,I,453.3,453.48
1355,"said,",453.48,454.16
1356,we,454.56,454.9
1357,lost,454.9,455.26
1358,a,455.26,455.42
1359,nurse,455.42,455.6
1360,weekend,455.6,455.86
1361,one.,455.86,456.74
1362,He,457.98,458.04
1363,was,458.04,458.64
1364,killed,458.64,459.0
1365,when,459.0,459.3
1366,the,459.3,459.64
1367,ambulance,459.64,459.84
1368,outside,459.84,460.08
1369,the,460.08,460.22
1370,hospital,460.22,460.48
1371,was,460.48,460.74
1372,blown,460.74,460.86
1373,up.,460.86,461.6
1374,And,462.18,462.5
1375,I,462.5,462.58
1376,was,462.58,462.7
1377,texting,462.7,462.92
1378,them,462.92,463.26
1379,when,463.26,463.44
1380,we,463.44,463.48
1381,got,463.48,463.64
1382,the,463.64,464.0
1383,evacuation,464.0,464.16
1384,orders,464.16,464.52
1385,and,464.52,464.68
1386,I,464.68,464.82
1387,"said,",464.82,465.04
1388,did,465.16,465.24
1389,any,465.24,465.36
1390,of,465.36,465.48
1391,you,465.48,465.64
1392,move,465.64,465.8
1393,south?,465.8,465.98
1394,Did,466.2,466.24
1395,any,466.24,466.44
1396,of,466.44,466.54
1397,you,466.54,466.66
1398,get,466.66,466.84
1399,out?,466.84,467.08
1400,"Like,",467.18,467.26
1401,are,467.26,467.36
1402,any,467.36,467.52
1403,of,467.52,467.6
1404,you,467.6,467.78
1405,coming,467.78,468.0
1406,down,468.0,468.3
1407,this,468.3,468.54
1408,way?,468.54,468.92
1409,And,469.3,469.74
1410,the,469.74,469.98
1411,only,469.98,470.24
1412,answer,470.24,470.52
1413,I,470.52,470.7
1414,got,470.7,470.98
1415,"was,",470.98,471.68
1416,this,471.98,472.08
1417,is,472.08,472.18
1418,our,472.18,472.38
1419,community.,472.38,472.76
1420,This,472.98,473.18
1421,is,473.18,473.28
1422,our,473.28,473.46
1423,family.,473.46,473.76
1424,These,473.84,474.06
1425,are,474.06,474.22
1426,our,474.22,474.42
1427,friends.,474.42,475.16
1428,If,475.82,476.1
1429,they're,476.1,476.28
1430,going,476.28,476.42
1431,to,476.42,476.5
1432,kill,476.5,476.72
1433,"us,",476.72,477.26
1434,we're,477.26,477.44
1435,going,477.44,477.58
1436,to,477.58,477.66
1437,die,477.66,477.92
1438,saving,477.92,478.12
1439,as,478.12,478.34
1440,many,478.34,478.52
1441,people,478.52,478.78
1442,as,478.78,478.94
1443,we,478.94,479.1
1444,can.,479.1,479.4
1445,And,479.4,480.2
1446,I,480.2,480.34
1447,"said,",480.34,480.52
1448,if,480.6,480.6
1449,I,480.6,480.76
1450,can,480.76,480.96
1451,ever,480.96,481.34
1452,have,481.34,481.7
1453,an,481.7,482.02
1454,ounce,482.02,482.42
1455,of,482.42,483.64
1456,the,483.64,484.58
1457,heart,484.58,484.76
1458,that,484.76,484.92
1459,you,484.92,485.14
1460,"have,",485.14,485.62
1461,I,486.0,486.06
1462,will,486.06,486.8
1463,die,486.8,487.02
1464,a,487.02,487.2
1465,happy,487.2,487.4
1466,person.,487.4,487.76
1467,They,488.04,488.06
1468,were,488.06,488.28
1469,incredible.,488.28,488.7
1470,I,489.64,489.68
1471,would,489.68,489.9
1472,like,489.9,490.1
1473,to,490.1,490.26
1474,send,490.26,490.38
1475,out,490.38,490.5
1476,a,490.5,490.65999999999997
1477,reminder,490.65999999999997,490.98
1478,that,490.98,491.36
1479,there,491.36,491.54
1480,are,491.54,492.06
1481,civilians,492.06,492.1
1482,seeking,492.1,492.38
1483,shelter,492.38,492.68
1484,there,492.68,493.22
1485,and,493.22,493.44
1486,that,493.44,493.76
1487,my,493.76,493.92
1488,doctors,493.92,494.2
1489,and,494.2,494.42
1490,nurses,494.42,494.68
1491,didn't,494.68,495.04
1492,leave,495.04,495.38
1493,out,495.38,495.6
1494,of,495.6,495.78
1495,loyalty,495.78,496.22
1496,to,496.22,496.64
1497,their,496.64,496.9
1498,community.,496.9,497.36
1499,And,498.3,498.74
1500,I,498.74,498.88
1501,know,498.88,499.12
1502,that,499.12,499.24
1503,there,499.24,499.44
1504,is,499.44,499.54
1505,an,499.54,499.7
1506,idea,499.7,499.86
1507,being,499.86,500.26
1508,pushed,500.26,500.46
1509,right,500.46,500.7
1510,now,500.7,500.88
1511,that,500.88,500.98
1512,anyone,500.98,501.26
1513,that,501.26,501.52
1514,stayed,501.52,501.74
1515,behind,501.74,502.5
1516,is,502.5,503.26
1517,going,503.26,503.46
1518,to,503.46,503.64
1519,be,503.64,503.9
1520,considered,503.9,504.12
1521,some,504.12,504.54
1522,kind,504.54,504.7
1523,of,504.7,504.84000000000003
1524,a,504.84000000000003,504.98
1525,threat.,504.98,505.4
1526,And,505.92,506.32
1527,I,506.32,506.5
1528,want,506.5,506.74
1529,to,506.74,506.88
1530,remind,506.88,507.06
1531,people,507.06,507.44
1532,that,507.44,507.78
1533,the,507.78,507.8
1534,people,507.8,508.08
1535,that,508.08,508.28
1536,stayed,508.28,508.48
1537,behind,508.48,508.76
1538,are,508.76,509.02
1539,"heroes,",509.02,509.36
1540,the,509.8,509.88
1541,people,509.88,510.08
1542,that,510.08,510.32
1543,stayed,510.32,510.5
1544,behind,510.5,510.86
1545,are,510.86,511.42
1546,they,511.42,512.04
1547,know,512.04,512.3
1548,they're,512.3,512.46
1549,going,512.46,512.62
1550,to,512.62,512.74
1551,die.,512.74,513.02
1552,And,513.36,513.62
1553,they're,513.62,514.06
1554,choosing,514.06,514.28
1555,to,514.28,514.54
1556,stay,514.54,514.6800000000001
1557,behind,514.6800000000001,514.92
1558,anyway.,514.92,515.66
1559,Do,516.74,516.8199999999999
1560,you,516.8199999999999,516.92
1561,tell,516.92,516.92
1562,my,516.92,517.02
1563,"doctors,",517.02,517.34
1564,nurses,517.48,517.76
1565,in,517.76,517.96
1566,the,517.96,518.06
1567,hospital?,518.06,518.7
1568,I,520.1800000000001,520.56
1569,wake,520.56,520.76
1570,up,520.76,520.92
1571,every,520.92,521.16
1572,morning,521.16,521.42
1573,and,521.42,522.16
1574,I,522.16,522.36
1575,send,522.36,522.5
1576,out,522.5,522.6800000000001
1577,a,522.6800000000001,522.8199999999999
1578,text,522.8199999999999,522.94
1579,message,522.94,523.36
1580,and,523.36,523.6
1581,I,523.6,523.72
1582,ask,523.72,523.88
1583,for,523.88,524.0
1584,you,524.0,524.12
1585,alive.,524.12,524.48
1586,And,525.78,525.8
1587,every,525.8,526.0
1588,night,526.0,526.1800000000001
1589,before,526.1800000000001,526.34
1590,I,526.34,526.48
1591,go,526.48,526.56
1592,to,526.56,526.74
1593,"sleep,",526.74,526.86
1594,I,527.06,527.08
1595,send,527.08,527.1800000000001
1596,another,527.1800000000001,527.46
1597,message,527.46,527.78
1598,and,527.78,528.04
1599,"says,",528.04,528.1800000000001
1600,are,528.3,528.3199999999999
1601,you,528.3199999999999,528.44
1602,alive?,528.44,528.84
1603,"Well,",530.8,530.9
1604,"Kelly,",530.96,531.02
1605,thank,531.16,531.28
1606,you,531.28,531.38
1607,so,531.38,531.48
1608,much,531.48,531.62
1609,for,531.62,531.76
1610,your,531.76,532.02
1611,time.,532.02,532.02
1612,Thank,533.1800000000001,533.3199999999999
1613,you.,533.3199999999999,533.46
